2017-01-23 22:16:19,58.5
2017-01-23 22:17:19,53.7
2017-01-23 22:18:20,58.0
2017-01-23 22:19:21,54.2
2017-01-23 22:19:44,58.0
2017-01-23 22:20:44,53.7
2017-01-23 22:24:24,56.9
2017-01-23 22:25:38,56.9
2017-01-23 22:26:38,53.7
2017-01-23 22:27:39,54.2
2017-01-23 22:28:39,56.4
2017-01-23 22:29:40,53.7
2017-01-23 22:30:40,56.9
2017-01-23 22:31:41,53.7
2017-01-23 22:32:50,56.4
2017-01-23 22:33:51,55.8
2017-01-23 22:34:51,55.8
2017-01-23 22:35:52,62.8
2017-01-23 22:36:52,64.5
2017-01-23 22:37:54,66.1
2017-01-23 22:38:54,66.6
2017-01-23 22:39:55,67.1
2017-01-23 22:40:55,68.8
2017-01-23 22:41:55,67.7
2017-01-23 22:42:56,68.8
2017-01-23 22:45:44,70.4
2017-01-23 22:46:45,68.8
2017-01-23 22:47:45,69.3
2017-01-23 22:48:46,68.8
2017-01-23 22:49:46,69.3
2017-01-23 22:50:47,69.3
2017-01-23 22:51:47,68.8
2017-01-23 22:52:48,62.3
2017-01-23 22:53:48,59.1
2017-01-23 22:54:48,58.0
2017-01-23 22:55:49,56.9
2017-01-23 22:56:49,56.4
2017-01-23 22:57:50,55.3
2017-01-23 22:58:50,54.2
2017-01-23 22:59:51,54.2
2017-01-23 23:00:51,54.2
2017-01-23 23:01:51,53.7
2017-01-23 23:02:52,53.7
2017-01-23 23:03:52,53.2
2017-01-23 23:04:53,53.7
2017-01-23 23:05:53,52.6
2017-01-23 23:06:54,53.7
2017-01-23 23:07:54,52.6
2017-01-23 23:08:54,52.6
2017-01-23 23:09:55,52.6
2017-01-23 23:10:55,52.1
2017-01-23 23:11:56,52.1
2017-01-23 23:12:56,52.1
2017-01-23 23:13:56,52.1
2017-01-23 23:14:57,52.1
2017-01-23 23:15:57,51.5
2017-01-23 23:16:58,52.1
2017-01-23 23:17:58,51.5
2017-01-23 23:18:58,51.5
2017-01-23 23:19:59,52.1
2017-01-23 23:21:00,51.5
2017-01-23 23:22:00,51.5
2017-01-23 23:23:00,52.6
2017-01-23 23:24:01,51.5
2017-01-23 23:25:01,51.5
2017-01-23 23:26:02,51.5
2017-01-23 23:27:02,51.5
2017-01-23 23:28:03,51.5
2017-01-23 23:29:03,51.5
2017-01-23 23:30:03,53.2
2017-01-23 23:31:04,51.5
2017-01-23 23:32:04,51.5
2017-01-23 23:33:05,51.5
2017-01-23 23:34:05,51.0
2017-01-23 23:35:06,51.5
2017-01-23 23:36:06,51.0
2017-01-23 23:37:06,52.1
2017-01-23 23:38:07,51.5
2017-01-23 23:39:07,50.5
2017-01-23 23:40:08,50.5
2017-01-23 23:41:08,50.5
2017-01-23 23:42:09,51.5
2017-01-23 23:43:09,51.5
2017-01-23 23:44:09,51.5
2017-01-23 23:45:10,51.5
2017-01-23 23:46:16,51.0
2017-01-23 23:47:17,52.6
2017-01-23 23:48:17,52.6
2017-01-23 23:49:18,50.5
2017-01-23 23:50:18,52.1
2017-01-23 23:51:19,50.5
2017-01-23 23:52:19,51.5
2017-01-23 23:53:19,50.5
2017-01-23 23:54:20,51.0
2017-01-23 23:55:20,52.1
2017-01-23 23:56:21,52.1
2017-01-23 23:57:21,50.5
2017-01-23 23:58:22,50.5
2017-01-23 23:59:22,51.5
2017-01-24 00:00:22,51.0
2017-01-24 00:01:23,52.1
2017-01-24 00:02:23,51.0
2017-01-24 00:03:24,51.5
2017-01-24 00:04:24,51.0
2017-01-24 00:05:25,51.0
2017-01-24 00:06:25,50.5
2017-01-24 00:07:25,51.0
2017-01-24 00:08:26,51.0
2017-01-24 00:09:26,50.5
2017-01-24 00:10:27,51.0
2017-01-24 00:11:27,50.5
2017-01-24 00:12:28,50.5
2017-01-24 00:13:28,50.5
2017-01-24 00:14:29,50.5
2017-01-24 00:15:29,50.5
2017-01-24 00:16:30,50.5
2017-01-24 00:17:30,49.9
2017-01-24 00:18:30,50.5
2017-01-24 00:19:31,49.9
2017-01-24 00:20:31,50.5
2017-01-24 00:21:32,50.5
2017-01-24 00:22:33,50.5
2017-01-24 00:23:34,50.5
2017-01-24 00:24:35,51.5
2017-01-24 00:25:35,50.5
2017-01-24 00:26:36,50.5
2017-01-24 00:27:36,50.5
2017-01-24 00:28:36,49.4
2017-01-24 00:29:37,49.9
2017-01-24 00:30:37,50.5
2017-01-24 00:31:38,49.9
2017-01-24 00:32:38,50.5
2017-01-24 00:33:38,50.5
2017-01-24 00:34:39,49.9
2017-01-24 00:35:40,49.9
2017-01-24 00:36:40,49.9
2017-01-24 00:37:41,49.9
2017-01-24 00:38:41,50.5
2017-01-24 00:39:42,51.0
2017-01-24 00:40:42,51.5
2017-01-24 00:41:43,49.9
2017-01-24 00:42:43,50.5
2017-01-24 00:43:43,49.9
2017-01-24 00:44:44,50.5
2017-01-24 00:45:44,50.5
2017-01-24 00:46:51,50.5
2017-01-24 00:47:51,50.5
2017-01-24 00:48:51,49.9
2017-01-24 00:49:52,50.5
2017-01-24 00:50:52,50.5
2017-01-24 00:51:53,50.5
2017-01-24 00:52:53,50.5
2017-01-24 00:53:53,50.5
2017-01-24 00:54:54,50.5
2017-01-24 00:55:54,49.4
2017-01-24 00:56:55,49.9
2017-01-24 00:57:55,49.9
2017-01-24 00:58:56,50.5
2017-01-24 00:59:56,49.4
2017-01-24 01:00:57,49.9
2017-01-24 01:01:57,49.9
2017-01-24 01:02:57,50.5
2017-01-24 01:03:58,50.5
2017-01-24 01:04:58,50.5
2017-01-24 01:05:58,49.9
2017-01-24 01:06:59,49.4
2017-01-24 01:07:59,50.5
2017-01-24 01:09:00,50.5
2017-01-24 01:10:00,50.5
2017-01-24 01:11:00,49.4
2017-01-24 01:12:01,49.9
